anio,flujo,cap_cod,capitulo,valor_usd
2013,Exportacion,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",122308055.0
2013,Exportacion,10,Cereals,1759714.0
2013,Exportacion,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",17235080.0
2013,Exportacion,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",35786525.0
2013,Exportacion,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",129056843.0
2013,Exportacion,05,Animal originated products; not elsewhere specified or included,4052817.0
2013,Exportacion,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",155250299.0
2013,Exportacion,13,"Lac; gums, resins and other vegetable saps and extracts",4286837.0
2013,Exportacion,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,35515.0
2013,Exportacion,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",190640917.0
2013,Exportacion,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",52280103.0
2013,Exportacion,17,Sugars and sugar confectionery,116513932.0
2013,Exportacion,18,Cocoa and cocoa preparations,9899549.0
2013,Exportacion,20,"Preparations of vegetables, fruit, nuts or other parts of plants",335171194.0
2013,Exportacion,21,Miscellaneous edible preparations,450138413.0
2013,Exportacion,22,"Beverages, spirits and vinegar",119084183.0
2013,Exportacion,23,"Food industries, residues and wastes thereof; prepared animal fodder",50040574.0
2013,Exportacion,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",21488289.0
2013,Exportacion,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",32314069.0
2013,Exportacion,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",13579866.0
2013,Exportacion,29,Organic chemicals,11439624.0
2013,Exportacion,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",100601674.0
2013,Exportacion,30,Pharmaceutical products,234995643.0
2013,Exportacion,26,"Ores, slag and ash",123407.0
2013,Exportacion,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",4157328.0
2013,Exportacion,31,Fertilizers,38329080.0
2013,Exportacion,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",62172725.0
2013,Exportacion,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",41953937.0
2013,Exportacion,35,Albuminoidal substances; modified starches; glues; enzymes,12172555.0
2013,Exportacion,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,9395958.0
2013,Exportacion,37,Photographic or cinematographic goods,189897.0
2013,Exportacion,38,Chemical products n.e.c.,124774235.0
2013,Exportacion,39,Plastics and articles thereof,378261084.0
2013,Exportacion,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",20476402.0
2013,Exportacion,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,139524.0
2013,Exportacion,41,Raw hides and skins (other than furskins) and leather,18770222.0
2013,Exportacion,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",5024161.0
2013,Exportacion,43,Furskins and artificial fur; manufactures thereof,2578.0
2013,Exportacion,44,Wood and articles of wood; wood charcoal,65186229.0
2013,Exportacion,45,Cork and articles of cork,977.0
2013,Exportacion,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",11511.0
2013,Exportacion,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,14982872.0
2013,Exportacion,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",98607474.0
2013,Exportacion,40,Rubber and articles thereof,249530990.0
2013,Exportacion,54,Man-made filaments; strip and the like of man-made textile materials,21269926.0
2013,Exportacion,55,Man-made staple fibres,2362467.0
2013,Exportacion,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",8149691.0
2013,Exportacion,57,Carpets and other textile floor coverings,47125.0
2013,Exportacion,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",2357754.0
2013,Exportacion,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",3728285.0
2013,Exportacion,60,Fabrics; knitted or crocheted,631589.0
2013,Exportacion,61,Apparel and clothing accessories; knitted or crocheted,45827977.0
2013,Exportacion,62,Apparel and clothing accessories; not knitted or crocheted,81329077.0
2013,Exportacion,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",17611453.0
2013,Exportacion,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",567.0
2013,Exportacion,52,Cotton,327462.0
2013,Exportacion,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",4377696.0
2013,Exportacion,64,Footwear; gaiters and the like; parts of such articles,1115433.0
2013,Exportacion,65,Headgear and parts thereof,259099.0
2013,Exportacion,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",287625.0
2013,Exportacion,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",115859.0
2013,Exportacion,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",14374307.0
2013,Exportacion,70,Glass and glassware,89291319.0
2013,Exportacion,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",75202720.0
2013,Exportacion,72,Iron and steel,153029345.0
2013,Exportacion,73,Iron or steel articles,84579311.0
2013,Exportacion,69,Ceramic products,13447058.0
2013,Exportacion,74,Copper and articles thereof,30011400.0
2013,Exportacion,75,Nickel and articles thereof,1251683.0
2013,Exportacion,76,Aluminium and articles thereof,94267861.0
2013,Exportacion,78,Lead and articles thereof,7806828.0
2013,Exportacion,79,Zinc and articles thereof,1089133.0
2013,Exportacion,80,Tin; articles thereof,41382.0
2013,Exportacion,81,"Metals; n.e.c., cermets and articles thereof",1241354.0
2013,Exportacion,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6711025.0
2013,Exportacion,83,Metal; miscellaneous products of base metal,26545220.0
2013,Exportacion,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",163292688.0
2013,Exportacion,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",7069844.0
2013,Exportacion,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54819056.0
2013,Exportacion,88,"Aircraft, spacecraft, and parts thereof",22757427.0
2013,Exportacion,89,"Ships, boats and floating structures",1043684.0
2013,Exportacion,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",1516811300.0
2013,Exportacion,91,Clocks and watches and parts thereof,171419.0
2013,Exportacion,92,Musical instruments; parts and accessories of such articles,107679.0
2013,Exportacion,93,Arms and ammunition; parts and accessories thereof,1650.0
2013,Exportacion,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",43009373.0
2013,Exportacion,95,"Toys, games and sports requisites; parts and accessories thereof",25041346.0
2013,Exportacion,96,Miscellaneous manufactured articles,120728870.0
2013,Exportacion,97,Works of art; collectors' pieces and antiques,264030.0
2013,Exportacion,99,Commodities not specified according to kind,1.0
2013,Importacion,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",40700816.0
2013,Importacion,08,"Fruit and nuts, edible; peel of citrus fruit or melons",86632293.0
2013,Importacion,07,Vegetables and certain roots and tubers; edible,49183667.0
2013,Importacion,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",13085634.0
2013,Importacion,05,Animal originated products; not elsewhere specified or included,2814862.0
2013,Importacion,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",60379369.0
2013,Importacion,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",49492907.0
2013,Importacion,10,Cereals,330896202.0
2013,Importacion,09,"Coffee, tea, mate and spices",13970246.0
2013,Importacion,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",167251262.0
2013,Importacion,13,"Lac; gums, resins and other vegetable saps and extracts",6649958.0
2013,Importacion,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,463683.0
2013,Importacion,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",59165478.0
2013,Importacion,02,Meat and edible meat offal,55152339.0
2013,Importacion,01,Animals; live,14195204.0
2013,Importacion,21,Miscellaneous edible preparations,194089267.0
2013,Importacion,22,"Beverages, spirits and vinegar",129148271.0
2013,Importacion,23,"Food industries, residues and wastes thereof; prepared animal fodder",134601898.0
2013,Importacion,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",38391546.0
2013,Importacion,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",42431107.0
2013,Importacion,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",187051554.0
2013,Importacion,17,Sugars and sugar confectionery,43361871.0
2013,Importacion,18,Cocoa and cocoa preparations,31548940.0
2013,Importacion,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",138519447.0
2013,Importacion,26,"Ores, slag and ash",82918.0
2013,Importacion,20,"Preparations of vegetables, fruit, nuts or other parts of plants",125060445.0
2013,Importacion,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",102922734.0
2013,Importacion,29,Organic chemicals,173714384.0
2013,Importacion,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2310558242.0
2013,Importacion,30,Pharmaceutical products,582394379.0
2013,Importacion,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",117761235.0
2013,Importacion,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,3416317.0
2013,Importacion,37,Photographic or cinematographic goods,10671482.0
2013,Importacion,38,Chemical products n.e.c.,292071491.0
2013,Importacion,31,Fertilizers,188797624.0
2013,Importacion,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",96161356.0
2013,Importacion,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",205418610.0
2013,Importacion,35,Albuminoidal substances; modified starches; glues; enzymes,48070225.0
2013,Importacion,40,Rubber and articles thereof,231873059.0
2013,Importacion,41,Raw hides and skins (other than furskins) and leather,7874572.0
2013,Importacion,39,Plastics and articles thereof,1072160770.0
2013,Importacion,52,Cotton,30665863.0
2013,Importacion,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",37092028.0
2013,Importacion,43,Furskins and artificial fur; manufactures thereof,38070.0
2013,Importacion,44,Wood and articles of wood; wood charcoal,76876363.0
2013,Importacion,45,Cork and articles of cork,303608.0
2013,Importacion,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",290023.0
2013,Importacion,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",123802153.0
2013,Importacion,50,Silk,23657.0
2013,Importacion,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",5466548.0
2013,Importacion,54,Man-made filaments; strip and the like of man-made textile materials,44573227.0
2013,Importacion,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,12945454.0
2013,Importacion,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",614305654.0
2013,Importacion,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",56000860.0
2013,Importacion,57,Carpets and other textile floor coverings,8517835.0
2013,Importacion,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",15672496.0
2013,Importacion,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",20827889.0
2013,Importacion,60,Fabrics; knitted or crocheted,12336207.0
2013,Importacion,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,341624.0
2013,Importacion,55,Man-made staple fibres,26282115.0
2013,Importacion,62,Apparel and clothing accessories; not knitted or crocheted,154988615.0
2013,Importacion,64,Footwear; gaiters and the like; parts of such articles,149862356.0
2013,Importacion,61,Apparel and clothing accessories; knitted or crocheted,126707895.0
2013,Importacion,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",3845930.0
2013,Importacion,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",1683855.0
2013,Importacion,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",54265990.0
2013,Importacion,69,Ceramic products,91241758.0
2013,Importacion,70,Glass and glassware,51731169.0
2013,Importacion,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",68121208.0
2013,Importacion,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",56145782.0
2013,Importacion,72,Iron and steel,460081157.0
2013,Importacion,65,Headgear and parts thereof,9345327.0
2013,Importacion,73,Iron or steel articles,430245059.0
2013,Importacion,74,Copper and articles thereof,170714286.0
2013,Importacion,75,Nickel and articles thereof,9586128.0
2013,Importacion,79,Zinc and articles thereof,13365130.0
2013,Importacion,80,Tin; articles thereof,488203.0
2013,Importacion,81,"Metals; n.e.c., cermets and articles thereof",22916266.0
2013,Importacion,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",78870405.0
2013,Importacion,83,Metal; miscellaneous products of base metal,91553326.0
2013,Importacion,76,Aluminium and articles thereof,128963795.0
2013,Importacion,78,Lead and articles thereof,884186.0
2013,Importacion,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",229874392.0
2013,Importacion,89,"Ships, boats and floating structures",48801427.0
2013,Importacion,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",526698421.0
2013,Importacion,91,Clocks and watches and parts thereof,13558422.0
2013,Importacion,92,Musical instruments; parts and accessories of such articles,5978488.0
2013,Importacion,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1009149623.0
2013,Importacion,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",167403988.0
2013,Importacion,88,"Aircraft, spacecraft, and parts thereof",24292690.0
2013,Importacion,95,"Toys, games and sports requisites; parts and accessories thereof",86641677.0
2013,Importacion,96,Miscellaneous manufactured articles,77285768.0
2013,Importacion,97,Works of art; collectors' pieces and antiques,3574572.0
2013,Importacion,93,Arms and ammunition; parts and accessories thereof,3162934.0
2013,Importacion,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",1411147031.0
2013,Importacion,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",3796742654.0
2014,Exportacion,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",15545129.0
2014,Exportacion,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",24578069.0
2014,Exportacion,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",113771260.0
2014,Exportacion,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",152060832.0
2014,Exportacion,05,Animal originated products; not elsewhere specified or included,4034133.0
2014,Exportacion,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",150721062.0
2014,Exportacion,07,Vegetables and certain roots and tubers; edible,145656575.0
2014,Exportacion,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1960791308.0
2014,Exportacion,09,"Coffee, tea, mate and spices",290457177.0
2014,Exportacion,10,Cereals,2207919.0
2014,Exportacion,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",16533446.0
2014,Exportacion,01,Animals; live,2994328.0
2014,Exportacion,02,Meat and edible meat offal,85487453.0
2014,Exportacion,13,"Lac; gums, resins and other vegetable saps and extracts",4598528.0
2014,Exportacion,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,134887.0
2014,Exportacion,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",175309217.0
2014,Exportacion,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",49713924.0
2014,Exportacion,17,Sugars and sugar confectionery,87997058.0
2014,Exportacion,18,Cocoa and cocoa preparations,10225950.0
2014,Exportacion,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",104466604.0
2014,Exportacion,21,Miscellaneous edible preparations,482911804.0
2014,Exportacion,22,"Beverages, spirits and vinegar",90820085.0
2014,Exportacion,23,"Food industries, residues and wastes thereof; prepared animal fodder",51733894.0
2014,Exportacion,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",18816644.0
2014,Exportacion,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",30372725.0
2014,Exportacion,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",68204700.0
2014,Exportacion,26,"Ores, slag and ash",38085.0
2014,Exportacion,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",13599397.0
2014,Exportacion,29,Organic chemicals,4304304.0
2014,Exportacion,20,"Preparations of vegetables, fruit, nuts or other parts of plants",327534861.0
2014,Exportacion,30,Pharmaceutical products,231255944.0
2014,Exportacion,31,Fertilizers,39895334.0
2014,Exportacion,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",19931421.0
2014,Exportacion,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",3349195.0
2014,Exportacion,43,Furskins and artificial fur; manufactures thereof,1477.0
2014,Exportacion,44,Wood and articles of wood; wood charcoal,72414881.0
2014,Exportacion,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",42866400.0
2014,Exportacion,35,Albuminoidal substances; modified starches; glues; enzymes,13793155.0
2014,Exportacion,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,11039850.0
2014,Exportacion,39,Plastics and articles thereof,389614007.0
2014,Exportacion,40,Rubber and articles thereof,248802021.0
2014,Exportacion,41,Raw hides and skins (other than furskins) and leather,19178287.0
2014,Exportacion,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",5377538.0
2014,Exportacion,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",4365588.0
2014,Exportacion,45,Cork and articles of cork,977.0
2014,Exportacion,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",6254.0
2014,Exportacion,37,Photographic or cinematographic goods,285023.0
2014,Exportacion,38,Chemical products n.e.c.,122175591.0
2014,Exportacion,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,13712035.0
2014,Exportacion,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",91832899.0
2014,Exportacion,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",532.0
2014,Exportacion,52,Cotton,629345.0
2014,Exportacion,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,159337.0
2014,Exportacion,54,Man-made filaments; strip and the like of man-made textile materials,19200102.0
2014,Exportacion,55,Man-made staple fibres,2524906.0
2014,Exportacion,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",9992462.0
2014,Exportacion,57,Carpets and other textile floor coverings,43524.0
2014,Exportacion,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",2957913.0
2014,Exportacion,60,Fabrics; knitted or crocheted,340065.0
2014,Exportacion,61,Apparel and clothing accessories; knitted or crocheted,43544540.0
2014,Exportacion,62,Apparel and clothing accessories; not knitted or crocheted,60486479.0
2014,Exportacion,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",3815808.0
2014,Exportacion,64,Footwear; gaiters and the like; parts of such articles,836550.0
2014,Exportacion,65,Headgear and parts thereof,211726.0
2014,Exportacion,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",29580.0
2014,Exportacion,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",92371.0
2014,Exportacion,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",14051901.0
2014,Exportacion,70,Glass and glassware,90456634.0
2014,Exportacion,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",55538950.0
2014,Exportacion,72,Iron and steel,137682594.0
2014,Exportacion,73,Iron or steel articles,76081722.0
2014,Exportacion,74,Copper and articles thereof,32782947.0
2014,Exportacion,69,Ceramic products,12150836.0
2014,Exportacion,75,Nickel and articles thereof,6682151.0
2014,Exportacion,76,Aluminium and articles thereof,103309786.0
2014,Exportacion,78,Lead and articles thereof,11703549.0
2014,Exportacion,79,Zinc and articles thereof,907698.0
2014,Exportacion,80,Tin; articles thereof,41934.0
2014,Exportacion,81,"Metals; n.e.c., cermets and articles thereof",913639.0
2014,Exportacion,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4695176.0
2014,Exportacion,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",198876745.0
2014,Exportacion,83,Metal; miscellaneous products of base metal,28125636.0
2014,Exportacion,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",1752747.0
2014,Exportacion,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",61129607.0
2014,Exportacion,96,Miscellaneous manufactured articles,116517629.0
2014,Exportacion,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",2421358174.0
2014,Exportacion,89,"Ships, boats and floating structures",1669183.0
2014,Exportacion,91,Clocks and watches and parts thereof,477582.0
2014,Exportacion,92,Musical instruments; parts and accessories of such articles,165647.0
2014,Exportacion,93,Arms and ammunition; parts and accessories thereof,1380.0
2014,Exportacion,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",39379858.0
2014,Exportacion,95,"Toys, games and sports requisites; parts and accessories thereof",24812364.0
2014,Exportacion,88,"Aircraft, spacecraft, and parts thereof",3648454.0
2014,Exportacion,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",1836958492.0
2014,Exportacion,97,Works of art; collectors' pieces and antiques,403557.0
2014,Importacion,09,"Coffee, tea, mate and spices",36459190.0
2014,Importacion,07,Vegetables and certain roots and tubers; edible,62307295.0
2014,Importacion,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,512532.0
2014,Importacion,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",15623921.0
2014,Importacion,05,Animal originated products; not elsewhere specified or included,3321645.0
2014,Importacion,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",48042604.0
2014,Importacion,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",50369462.0
2014,Importacion,10,Cereals,318679642.0
2014,Importacion,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",165363305.0
2014,Importacion,08,"Fruit and nuts, edible; peel of citrus fruit or melons",89289329.0
2014,Importacion,13,"Lac; gums, resins and other vegetable saps and extracts",6796294.0
2014,Importacion,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",69028058.0
2014,Importacion,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",72781294.0
2014,Importacion,02,Meat and edible meat offal,56108810.0
2014,Importacion,01,Animals; live,15486971.0
2014,Importacion,18,Cocoa and cocoa preparations,33208518.0
2014,Importacion,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",145181580.0
2014,Importacion,20,"Preparations of vegetables, fruit, nuts or other parts of plants",129704847.0
2014,Importacion,21,Miscellaneous edible preparations,223162819.0
2014,Importacion,22,"Beverages, spirits and vinegar",112907321.0
2014,Importacion,23,"Food industries, residues and wastes thereof; prepared animal fodder",137680764.0
2014,Importacion,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",19991206.0
2014,Importacion,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",38365883.0
2014,Importacion,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",163851301.0
2014,Importacion,17,Sugars and sugar confectionery,42777225.0
2014,Importacion,26,"Ores, slag and ash",111186.0
2014,Importacion,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2231920681.0
2014,Importacion,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",101332191.0
2014,Importacion,29,Organic chemicals,182463993.0
2014,Importacion,30,Pharmaceutical products,629955459.0
2014,Importacion,31,Fertilizers,187150264.0
2014,Importacion,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",96907351.0
2014,Importacion,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",208471663.0
2014,Importacion,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",121263557.0
2014,Importacion,35,Albuminoidal substances; modified starches; glues; enzymes,49940167.0
2014,Importacion,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,3171953.0
2014,Importacion,37,Photographic or cinematographic goods,10023196.0
2014,Importacion,44,Wood and articles of wood; wood charcoal,80529491.0
2014,Importacion,38,Chemical products n.e.c.,311428186.0
2014,Importacion,45,Cork and articles of cork,141766.0
2014,Importacion,40,Rubber and articles thereof,219045194.0
2014,Importacion,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",4392188.0
2014,Importacion,41,Raw hides and skins (other than furskins) and leather,7181848.0
2014,Importacion,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",40054927.0
2014,Importacion,43,Furskins and artificial fur; manufactures thereof,59602.0
2014,Importacion,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",518906.0
2014,Importacion,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,14215042.0
2014,Importacion,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",84581600.0
2014,Importacion,50,Silk,24153.0
2014,Importacion,52,Cotton,23298268.0
